"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","H6_Facial Coverings","H6_Flag","H7_Vaccination policy","H7_Flag","H8_Protection of elderly people","H8_Flag","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","StringencyLegacyIndex","StringencyLegacyIndexForDisplay","GovernmentResponseIndex","GovernmentResponseIndexForDisplay","ContainmentHealthIndex","ContainmentHealthIndexForDisplay","EconomicSupportIndex","EconomicSupportIndexForDisplay","cases","deaths","population","iso2"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,6.25,6.25,7.14,7.14,0,0,NA,NA,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,6.25,6.25,7.14,7.14,0,0,NA,NA,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,6.25,6.25,7.14,7.14,0,0,NA,NA,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,6.25,6.25,7.14,7.14,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,6.25,6.25,7.14,7.14,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,6.25,6.25,7.14,7.14,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,6.25,6.25,7.14,7.14,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,0,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,2.78,2.78,4.76,4.76,7.81,7.81,8.93,8.93,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,12.5,12.5,14.29,14.29,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,2,0,0,0,NA,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,12.5,12.5,14.29,14.29,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,2,0,0,0,NA,0,NA,0,NA,NA,1,0,16.67,16.67,23.81,23.81,15.62,15.62,17.86,17.86,0,0,1,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,0,NA,NA,1,0,16.67,16.67,23.81,23.81,15.62,15.62,17.86,17.86,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,0,NA,NA,3,0,16.67,16.67,23.81,23.81,15.62,15.62,17.86,17.86,0,0,2,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,0,NA,NA,3,0,22.22,22.22,30.95,30.95,18.75,18.75,21.43,21.43,0,0,0,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-10,2,0,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,0,NA,NA,7,0,33.33,33.33,42.86,42.86,25,25,28.57,28.57,0,0,4,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-11,2,0,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,0,NA,NA,10,0,33.33,33.33,42.86,42.86,25,25,28.57,28.57,0,0,3,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-12,2,0,0,NA,2,1,3,1,0,NA,1,1,0,NA,2,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,1,1,NA,16,0,45.37,45.37,50,50,33.85,33.85,38.69,38.69,0,0,6,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-13,2,0,2,1,2,1,3,1,0,NA,1,1,0,NA,4,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,1,1,NA,32,0,58.33,58.33,67.86,67.86,41.15,41.15,47.02,47.02,0,0,16,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-14,2,0,2,1,2,1,3,1,1,1,1,1,0,NA,4,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,1,1,NA,44,0,63.89,63.89,77.38,77.38,44.27,44.27,50.6,50.6,0,0,12,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-15,2,0,2,1,2,1,3,1,1,1,1,1,0,NA,4,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,1,1,NA,54,0,63.89,63.89,77.38,77.38,44.27,44.27,50.6,50.6,0,0,10,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-16,3,1,2,1,2,1,3,1,1,1,1,1,1,1,4,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,1,1,NA,63,0,75,75,86.9,86.9,50.52,50.52,57.74,57.74,0,0,9,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-17,3,1,2,1,2,1,3,1,1,1,1,1,1,1,4,0,NA,0,0,0,2,1,NA,2,0,0,0,NA,0,NA,2,1,NA,72,0,75,75,86.9,86.9,52.6,52.6,60.12,60.12,0,0,9,0,5450421,"SK"
"Slovak Republic","SVK",NA,NA,"NAT_TOTAL",2020-03-18,3,1,2,1,2,1,3,1,1,1,1,1,1,1,4,0,NA,2,0,0,2,1,NA,2,0,0,0,NA,0,NA,2,1,NA,105,1,75,75,86.9,86.9,58.85,58.85,60.12,60.12,50,50,33,1,5450421,"SK"
