"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1_School.closing","C1_Flag","C2_Workplace.closing","C2_Flag","C3_Cancel.public.events","C3_Flag","C4_Restrictions.on.gatherings","C4_Flag","C5_Close.public.transport","C5_Flag","C6_Stay.at.home.requirements","C6_Flag","C7_Restrictions.on.internal.movement","C7_Flag","C8_International.travel.controls","E1_Income.support","E1_Flag","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H1_Flag","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines","H6_Facial.Coverings","H6_Flag","H7_Vaccination.policy","H7_Flag","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","StringencyLegacyIndex","StringencyLegacyIndexForDisplay","GovernmentResponseIndex","GovernmentResponseIndexForDisplay","ContainmentHealthIndex","ContainmentHealthIndexForDisplay","EconomicSupportIndex","EconomicSupportIndexForDisplay","cases","deaths","population","iso2"
"Nepal","NPL","","","NAT_TOTAL",2020-01-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,2,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,12.22,12.22,14.1,14.1,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,1,2,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,13.1,13.1,13.89,13.89,16.03,16.03,0,0,1,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,1,2,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,13.1,13.1,13.89,13.89,16.03,16.03,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,1,2,0,0,0,NA,0,NA,NA,1,0,8.33,8.33,13.1,13.1,13.89,13.89,16.03,16.03,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,16.67,16.67,21.43,21.43,18.89,18.89,21.79,21.79,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-01,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-02,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-03,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-04,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-05,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-06,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-07,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-08,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-09,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-10,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-11,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-12,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-13,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-14,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-15,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-16,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-17,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,22.22,22.22,30.95,30.95,22.22,22.22,25.64,25.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-18,0,NA,0,NA,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,36.11,36.11,35.71,35.71,30.56,30.56,35.26,35.26,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-19,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,47.22,47.22,50,50,37.22,37.22,42.95,42.95,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-20,3,1,2,1,2,1,3,1,0,NA,1,1,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,58.33,58.33,67.86,67.86,43.89,43.89,50.64,50.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-21,3,1,2,1,2,1,3,1,0,NA,1,1,0,NA,2,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,58.33,58.33,67.86,67.86,43.89,43.89,50.64,50.64,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-22,3,1,3,1,2,1,4,1,0,NA,1,1,2,1,3,0,NA,0,0,1e+06,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,78.7,78.7,82.14,82.14,56.11,56.11,64.74,64.74,0,0,0,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-23,3,1,3,1,2,1,4,1,0,NA,2,0,2,1,4,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,83.33,83.33,85.71,85.71,58.89,58.89,67.95,67.95,0,0,1,0,28608715,"NP"
"Nepal","NPL","","","NAT_TOTAL",2020-03-24,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,96.3,96.3,100,100,66.67,66.67,76.92,76.92,0,0,0,0,28608715,"NP"
