"","date","p_cases","p_cases_recent","p_m_country","recent_p_m_country"
"83","2020/08/12",0.0543195077460235,0.00695932628544824,0.0543195077460235,0.00695932628544824
"84","2020/08/13",0.0495289522373101,0.00693903078738628,0.0495289522373101,0.00693903078738628
"85","2020/08/17",0.0621814316142679,0.00694289701655497,0.0621814316142679,0.00694289701655497
"86","2020/08/18",0.0458182364722411,0.0183661528795549,0.0458182364722411,0.0183661528795549
"87","2020/08/19",0.0593477606837896,0.0183948613678861,0.0593477606837896,0.0183948613678861
"88","2020/08/20",0.056530745112662,0.0171236483328939,0.056530745112662,0.0171236483328939
"89","2020/08/21",0.0570031321611889,0.0202134832797109,0.0570031321611889,0.0202134832797109
"90","2020/08/22",0.0549719847848722,0.0202489261929279,0.0549719847848722,0.0202489261929279
"91","2020/08/23",0.0526914086400665,0.0201626126951964,0.0526914086400665,0.0201626126951964
"92","2020/08/24",0.0537839213875874,0.00804671643078609,0.0537839213875874,0.00804671643078609
"93","2020/08/25",0.0566641827324069,0.0126543414121007,0.0566641827324069,0.0126543414121007
"94","2020/08/26",0.0560081020039767,0.0127304724462234,0.0560081020039767,0.0127304724462234
"95","2020/08/28",0.0721743785955328,0.01415683029193,0.0721743785955328,0.01415683029193
"96","2020/08/30",0.0522153906100995,0.000373635429324871,0.0522153906100995,0.000373635429324871
"97","2020/09/01",0.0648557696645219,0.000374565981798783,0.0648557696645219,0.000374565981798783
"98","2020/09/02",0.0585265989341493,0.000376600122714812,0.0585265989341493,0.000376600122714812
"99","2020/09/03",0.0569080455319143,0.000383643419616633,0.0569080455319143,0.000383643419616633
"100","2020/09/08",0.0631154480119133,0.000381163715613432,0.0631154480119133,0.000381163715613432
"101","2020/09/10",0.0640352258658645,0.000374299147672802,0.0640352258658645,0.000374299147672802
"102","2020/09/11",0.0631679370228189,0.0052948383222768,0.0631679370228189,0.0052948383222768
"103","2020/09/15",0.0767301194304967,0.00528390920200023,0.0767301194304967,0.00528390920200023
"104","2020/09/17",0.0741201902887876,0.0052691116469023,0.0741201902887876,0.0052691116469023
"105","2020/09/22",0.0741201902887876,0.0052691116469023,0.0741201902887876,0.0052691116469023
"106","2020/09/28",0.0698635024965388,0.00545174968103977,0.0698635024965388,0.00545174968103977
"107","2020/09/29",0.0698635024965388,0.00545174968103977,0.0698635024965388,0.00545174968103977
"108","2020/10/02",0.0890090219950448,0.00422343860486742,0.0890090219950448,0.00422343860486742
"109","2020/10/09",NA,NA,NA,NA
"110","2020/10/15",NA,NA,NA,NA
"111","2020/10/16",NA,NA,NA,NA
"112","2020/10/25",NA,NA,NA,NA
"113","2020/10/28",NA,NA,NA,NA
"114","2020/10/29",NA,NA,NA,NA
"115","2020/10/31",NA,NA,NA,NA
"116","2020/11/02",NA,NA,NA,NA
"117","2020/11/04",NA,NA,NA,NA
"118","2020/11/05",NA,NA,NA,NA
"119","2020/11/06",NA,NA,NA,NA
"120","2020/11/07",NA,NA,NA,NA
"121","2020/11/08",NA,NA,NA,NA
"122","2020/11/09",NA,NA,NA,NA
"123","2020/11/10",NA,NA,NA,NA
"124","2020/11/11",NA,NA,NA,NA
"125","2020/11/12",NA,NA,NA,NA
"126","2020/11/13",NA,NA,NA,NA
"127","2020/11/14",NA,NA,NA,NA
"128","2020/11/15",NA,NA,NA,NA
"129","2020/11/16",NA,NA,NA,NA
"130","2020/11/17",0.103116028687747,0.00247509722195442,0.0928200967495548,0.00247509722195442
"131","2020/11/18",0.130360644344416,0.008676236278498,0.130360644344416,0.008676236278498
"132","2020/11/19",0.101809100350019,0.0116685411170589,0.101809100350019,0.0116685411170589
"133","2020/11/20",0.0761436831020439,0.0093284462762644,0.0761436831020439,0.0093284462762644
"134","2020/11/22",0.0967258751669458,0.00919776125482094,0.0967258751669458,0.00919776125482094
"135","2020/11/23",0.119193886370189,0.0160908168939013,0.119193886370189,0.0160908168939013
"136","2020/11/24",0.0903588619802105,0.0183215372622359,0.0903588619802105,0.0183215372622359
"137","2020/11/25",0.0825605898041761,0.00959656789865665,0.0825605898041761,0.00959656789865665
"138","2020/11/26",0.12081350284582,0.00744786939256189,0.12081350284582,0.00744786939256189
"139","2020/11/27",0.0768343552474273,0.00891749974057151,0.0768343552474273,0.00891749974057151
"140","2020/11/29",0.0810186929413923,0.00688232531287664,0.0810186929413923,0.00688232531287664
"141","2020/11/30",0.0882681898271218,0.0128834798786483,0.0882681898271218,0.0128834798786483
"142","2020/12/01",0.112414735246415,0.0192493880621487,0.112414735246415,0.0192493880621487
"143","2020/12/02",0.0695252267575243,0.013217644983521,0.0695252267575243,0.013217644983521
"144","2020/12/03",0.0991805741896627,0.00400045339040936,0.0991805741896627,0.00400045339040936
"145","2020/12/04",0.147953563663049,0.0306008536526993,0.147953563663049,0.0306008536526993
"146","2020/12/05",0.121018847865787,0.0478808403018116,0.121018847865787,0.0478808403018116
"147","2020/12/06",0.146017542999749,0.0683688410505317,0.146017542999749,0.0683688410505317
"148","2020/12/07",0.108561656876385,0.00716681260635237,0.108561656876385,0.00716681260635237
"149","2020/12/08",0.10138874293861,0.0113689450118371,0.10138874293861,0.0113689450118371
"150","2020/12/14",0.165163747337509,0.0300844494889961,0.165163747337509,0.0300844494889961
"151","2020/12/15",0.111486297805701,0.0117872096845267,0.111486297805701,0.0117872096845267
"152","2020/12/16",0.110530458841331,0.00805605218589658,0.110530458841331,0.00805605218589658
"153","2020/12/17",0.0866433843740074,0.00984538558054873,0.0866433843740074,0.00984538558054873
"154","2020/12/18",NA,NA,NA,NA
"155","2020/12/20",NA,NA,NA,NA
"156","2020/12/22",NA,NA,NA,NA
"157","2020/12/23",NA,NA,NA,NA
"158","2020/12/24",NA,NA,NA,NA
"159","2020/12/25",NA,NA,NA,NA
"160","2020/12/26",NA,NA,NA,NA
"161","2020/12/27",NA,NA,NA,NA
"162","2020/12/28",NA,NA,NA,NA
"163","2020/12/29",0.0597811397269024,0.0433807875127224,0.0597811397269024,0.0433807875127224
"164","2020/12/30",0.0847253052288808,0.0224946445349783,0.0847253052288808,0.0224946445349783
"165","2020/12/31",0.104556612351771,0.0239060585023703,0.104556612351771,0.0239060585023703
"166","2021/01/02",0.0981028903777238,0.0237464037867216,0.0981028903777238,0.0237464037867216
"167","2021/01/03",0.167706324779896,0.0456895494994401,0.167706324779896,0.0456895494994401
"168","2021/01/04",0.144877328283746,0.0440387961126087,0.144877328283746,0.0440387961126087
"169","2021/01/05",0.115733107863402,0.02001223947848,0.115733107863402,0.02001223947848
"170","2021/01/06",0.0888662713099044,0.0181032016540296,0.0888662713099044,0.0181032016540296
"171","2021/01/07",0.0623411311535043,0.0180532669530565,0.0623411311535043,0.0180532669530565
"172","2021/01/08",0.175633682720483,0.0369806268745878,0.175633682720483,0.0369806268745878
"173","2021/01/09",0.129729530969435,1.53916116191174,0.129729530969435,1.53916116191174
"174","2021/01/10",0.146960657513832,0.0172333623299541,0.146960657513832,0.0172333623299541
"175","2021/01/11",0.100042524979183,0.0674657855367244,0.100042524979183,0.0674657855367244
"176","2021/01/12",0.11976962553283,0.694015575152224,0.11976962553283,0.694015575152224
"177","2021/01/13",0.12608795162325,0.692416208555245,0.12608795162325,0.692416208555245
"178","2021/01/14",0.117858946211055,0.700189758956066,0.117858946211055,0.700189758956066
"179","2021/01/15",0.0656189935880291,0.0157962626740531,0.0656189935880291,0.0157962626740531
"180","2021/01/16",0.0525464877485195,0.016172491816192,0.0525464877485195,0.016172491816192
"181","2021/01/17",0.083942539559655,0.01862820436144,0.083942539559655,0.01862820436144
"182","2021/01/18",0.0895558199573992,0.0178696414369115,0.0895558199573992,0.0178696414369115
"183","2021/01/19",0.0780435370812001,0.0179971256297961,0.0780435370812001,0.0179971256297961
"184","2021/01/20",0.0999395595936601,0.0301085248631056,0.0999395595936601,0.0301085248631056
"185","2021/01/21",0.0992893966995193,0.0152734523730566,0.0992893966995193,0.0152734523730566
"186","2021/01/22",0.11294665218093,0.0150670834176993,0.11294665218093,0.0150670834176993
"187","2021/01/23",0.135378910110217,0.0207250115634057,0.135378910110217,0.0207250115634057
"188","2021/01/24",0.157235589665208,0.020095312427091,0.157235589665208,0.020095312427091
"189","2021/01/25",0.181399224531532,0.0211148305653272,0.181399224531532,0.0211148305653272
"190","2021/01/26",0.142815443334053,0.0228138409295114,0.142815443334053,0.0228138409295114
"191","2021/01/27",0.129472804681661,0.019648920265481,0.129472804681661,0.019648920265481
"192","2021/01/28",0.10358838183207,0.00543622211199592,0.10358838183207,0.00543622211199592
"193","2021/01/29",0.0709460333326509,0.00219615190887588,0.0709460333326509,0.00219615190887588
"194","2021/01/30",0.129931969758146,0.00238129068537563,0.129931969758146,0.00238129068537563
"195","2021/01/31",0.0901433825894605,0.00249528654166158,0.0901433825894605,0.00249528654166158
"196","2021/02/01",0.0713211085367028,0.0018765065010105,0.0713211085367028,0.0018765065010105
"197","2021/02/02",0.0907944246297337,0.00218181431689765,0.0907944246297337,0.00218181431689765
"198","2021/02/03",0.142357235501056,0.296589370868674,0.142357235501056,0.296589370868674
"199","2021/02/04",0.0981623852878898,0.00174882618440504,0.0981623852878898,0.00174882618440504
"200","2021/02/05",0.100282855566208,0.00187093900229416,0.100282855566208,0.00187093900229416
"201","2021/02/06",0.119108122044057,0.00198633983281853,0.119108122044057,0.00198633983281853
"202","2021/02/07",0.154275796243057,0.00236034042253715,0.154275796243057,0.00236034042253715
"203","2021/02/08",0.134191590729902,0.0104768417441939,0.134191590729902,0.0104768417441939
"204","2021/02/09",0.150376212112136,0.00772901500454761,0.150376212112136,0.00772901500454761
"205","2021/02/10",0.161152520682942,0.010181501689021,0.161152520682942,0.010181501689021
"206","2021/02/11",0.161363835199001,0.0111681743317084,0.161363835199001,0.0111681743317084
"207","2021/02/12",0.12563421715669,0.0104946015825701,0.12563421715669,0.0104946015825701
"208","2021/02/13",0.124994719913265,0.00587901598559663,0.124994719913265,0.00587901598559663
"209","2021/02/14",0.139514107323083,0.0113662238760629,0.139514107323083,0.0113662238760629
"210","2021/02/15",0.13716209026069,0.0123604264036003,0.13716209026069,0.0123604264036003
"211","2021/02/16",0.134152936217425,0.0116059281451972,0.134152936217425,0.0116059281451972
"212","2021/02/17",0.11916319841367,0.011594387941208,0.11916319841367,0.011594387941208
"213","2021/02/18",0.101709186314064,0.00708239565378939,0.101709186314064,0.00708239565378939
"214","2021/02/19",0.108621442720217,0.00507928018040258,0.108621442720217,0.00507928018040258
"215","2021/02/24",0.107271797709418,0.00550428560622185,0.107271797709418,0.00550428560622185
"216","2021/03/13",0.0937389215220631,0.00560786167530218,0.0937389215220631,0.00560786167530218
"217","2021/03/15",0.110862759050272,0.00580817095452243,0.110862759050272,0.00580817095452243
