"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"12","BR","BRMG",20869101,0.3,0.3,0.133333333333333,0.133333333333333,30,0.3,0.3,0.133333333333333,0.133333333333333,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"16","BR","BRPB",3972202,0.254545454545455,0.254545454545455,0.0272727272727273,0.0272727272727273,110,0.254545454545455,0.254545454545455,0.0272727272727273,0.0272727272727273,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"17","BR","BRPE",9345173,0.2,0.2,0.01,0.01,100,0.2,0.2,0.01,0.01,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"19","BR","BRPR",11163018,0.0342857142857143,0.0342857142857143,0,0,350,0.0342857142857143,0.0342857142857143,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"20","BR","BRRJ",16550024,0.2,0.2,0.0133333333333333,0.0133333333333333,150,0.2,0.2,0.0133333333333333,0.0133333333333333,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"21","BR","BRRN",3442175,0.3,0.3,0.03,0.03,100,0.3,0.3,0.03,0.03,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"22","BR","BRRO",1768204,0.04,0.04,0,0,50,0.04,0.04,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"24","BR","BRRS",11247972,0,0,0,0,3,0,0,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"25","BR","BRSC",6819190,0.14,0.14,0.04,0.04,100,0.14,0.14,0.04,0.04,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"27","BR","BRSP",44396484,0,0,0,0,5,0,0,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.116402962209834,0.116402962209834,1565,0.0233389482434882,0.0233389482434882,1565,0.113764416009861,0.113764416009861,0.0206570798933293,0.0206570798933293
