ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-11,2020-05-24,1,18,101,5343745.33303037,0,0,0,1,36664.142593077,0,0,25,1555.53148956245,0,1,,,,0,0,0,0.0152565880721221,0.00893020168629006,0.021582974457954,0.0206870761698212,0.0206543602192478,0.0207197921203946,0,0,0,0,0,0,0.0154123263561207,0.013786762529897,0.0170378901823444,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-12,2020-05-25,4,18,103,5621593.83347981,0,0,0,1,36664.142593077,0,0,26,1586.95636813947,0,1,,,,0,0,0,0.0145530145530146,0.00837415903720111,0.020731870068828,0.0189036056564972,0.0188723693151579,0.0189348419978364,0,0,0,0,0,0,0.0152093391443013,0.0135954980979626,0.0168231801906399,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-13,2020-05-26,5,18,101,5688237.30984091,0,0,0,1,36664.142593077,0,0,29,1555.53148956245,0,1,,,,0,0,0,0.0138504155124654,0.00782249809766599,0.0198783329272648,0.017061918067847,0.0170323402503893,0.0170914958853048,0,0,0,0,0,0,0.0153342305346247,0.0137144556888108,0.0169540053804386,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-14,2020-05-26,3,19,104,5815779.79150217,0,0,0,1,36664.142593077,0,0,29,1602.66880742798,0,1,,,,0,0,0,0.0131761442441054,0.00729069727333106,0.0190615912148798,0.0152448522214205,0.0152169911026972,0.0152727133401438,0,0,0,0,0,0,0.0154013567288209,0.0137769408385166,0.0170257726191252,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-15,2020-05-27,7,19,103,6099664.66462587,0,0,0,1,36664.142593077,0,0,28,1586.95636813947,0,1,,,,0,0,0,0.0124826629680999,0.0067521770763835,0.0182131488598162,0.0133599501970761,0.0133340535216357,0.0133858468725165,0,0,0,0,0,0,0.0160693910601993,0.0144112725411777,0.0177275095792209,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-16,2020-05-27,1,20,104,6186666.84894742,0,0,0,1,36664.142593077,0,0,28,1602.66880742798,0,1,,,,0,0,0,0.0118137595552467,0.0062312283547482,0.0173962907557452,0.0115501626102719,0.0115262364734962,0.0115740887470477,0,0,0,0,0,0,0.0166815767619188,0.014991492459653,0.0183716610641847,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-17,2020-05-27,3,21,107,6430558.78912578,0,0,0,1,36664.142593077,0,0,28,1649.80612529351,0,1,,,,0,0,0,0.0111111111111111,0.00569709755508922,0.016525124667133,0.00978540836637899,0.00976353100999613,0.00980728572276185,0,0,0,0,0,0,0.0167031135245452,0.0150131603441262,0.0183930667049641,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-18,2020-05-28,3,21,102,6124889.87099528,0,0,0,1,36664.142593077,0,0,26,1586.95636813947,0,1,,,,0,0,0,0.0104166666666667,0.00517273028141772,0.0156606030519156,0.00808822755827756,0.00806844808312681,0.00810800703342832,0,0,0,0,0,0,0.0166341859188452,0.0149488623819834,0.0183195094557069,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-19,2020-05-28,2,22,104,6424139.70370789,0,0,0,1,36664.142593077,0,0,26,1618.38124671649,0,1,,,,0,0,0,0.00972897845726199,0.004657572807508,0.014800384107016,0.0064218837401471,0.00640437210281915,0.00643939537747505,0,0,0,0,0,0,0.0165320412279497,0.0148524092454527,0.0182116732104467,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-20,2020-05-29,3,22,100,6298965.66311766,0,0,0,1,33845.6738541596,0,0,28,1555.53148956245,0,1,,,,0,0,0,0.00974251913709116,0.00466408988438116,0.0148209483898012,0.00630220192087467,0.00628496822583212,0.00631943561591722,0,0,0,0,0,0,0.0167127192741568,0.0150240890510022,0.0184013494973114,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-21,2020-05-29,7,23,107,6847260.09094129,0,0,0,1,33845.6738541596,0,0,28,1665.51856458202,0,1,,,,0,0,0,0.00972222222222222,0.00465432109387395,0.0147901233505705,0.00615292634463856,0.00613605294225613,0.00616979974702099,0,0,0,0,0,0,0.0168336611205041,0.015142035046588,0.0185252871944201,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-22,2020-05-30,3,23,101,6751529.96374912,0,0,0,1,33845.6738541596,0,0,28,1571.24392885096,0,1,,,,0,0,0,0.00973574408901252,0.00466082906782954,0.0148106591101955,0.00600722040824354,0.00599069944825139,0.00602374136823569,0,0,0,0,0,0,0.0170137002768731,0.0153132078532178,0.0187141927005284,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-23,2020-05-30,4,24,105,6939202.8771834,0,0,0,1,33845.6738541596,0,0,28,1634.093686005,0,1,,,,0,0,0,0.00970873786407767,0.004647831268631,0.0147696444595243,0.00585561501853033,0.00583946462732259,0.00587176540973807,0,0,0,0,0,0,0.0171210898300031,0.015418939851365,0.0188232398086411,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-24,2020-05-30,4,25,109,7225706.58437558,0,0,0,1,33845.6738541596,0,0,28,1696.94344315903,0,1,,,,0,0,0,0.00964851826326671,0.0046188496225635,0.0146781869039699,0.00568584690115611,0.00567011919755349,0.00570157460475873,0,0,0,0,0,0,0.0171348804782753,0.0154380214358092,0.0188317395207414,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-25,2020-05-31,5,25,103,7221425.51986391,0,0,0,1,33845.6738541596,0,0,26,1602.66880742798,0,1,,,,0,0,0,0.00963523743977977,0.00461245827137621,0.0146580166081833,0.00553536374215327,0.00552000772290927,0.00555071976139727,0,0,0,0,0,0,0.0171434214415284,0.0154479244840923,0.0188389183989644,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-26,2020-05-31,6,26,109,7642479.86267261,0,0,0,1,33845.6738541596,0,0,26,1696.94344315903,0,1,,,,0,0,0,0.00959561343385881,0.00459338990617937,0.0145978369615382,0.00538263373784283,0.00536765769316343,0.00539760978252223,0,0,0,0,0,0,0.0170600853650765,0.015372758877367,0.018747411852786,0,0,0
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-27,2020-06-01,3,26,101,7492732.55009304,0,0,1,1,33845.6738541596,0,0,26,1586.95636813947,1,2,,,,0.000685400959561344,0,0.00202830170583284,0.00959561343385881,0.00459338990617937,0.0145978369615382,0.00524860944584417,0.00523396343460706,0.00526325545708127,0,0,0,0,0,0,0.0169040162277259,0.015225457401692,0.0185825750537598,0.0666666666666667,0,0.1929003400397
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-28,2020-06-02,5,26,102,7848114.48249849,0,0,1,1,33845.6738541596,0,0,24,1602.66880742798,1,2,,,,0.00137268359643102,0,0.00327378489221284,0.00960878517501716,0.00459972848610351,0.0146178418639308,0.00510745034733403,0.00509315611680422,0.00512174457786385,0,0,0,0,0,0,0.0166833371647008,0.0150155838318447,0.0183510904975569,0.125,0,0.287049290054257
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-29,2020-06-02,1,27,103,7936953.06343247,0,0,1,1,33845.6738541596,0,0,24,1618.38124671649,1,2,,,,0.00205902539464653,0,0.00438658919401819,0.00960878517501716,0.00459972848610351,0.0146178418639308,0.00498213197846827,0.00496814714934993,0.00499611680758661,0,0,0,0,0,0,0.0164839313188315,0.01482715523713,0.0181407074005331,0.176470588235294,0,0.357687762509181
MZ,MOZ,Mozambique,Cabo Delgado,2020-06-30,2020-06-02,3,28,106,8275256.04220822,0,0,1,1,33845.6738541596,0,0,24,1665.51856458202,1,3,,,,0.00274160383824537,5.85669388102963e-05,0.00542464073768045,0.00959561343385881,0.00459338990617937,0.0145978369615382,0.00484917199341268,0.00483551975619836,0.00486282423062701,0,0,0,0,0,0,0.0162625838793418,0.0146190586563171,0.0179061091023665,0.210526315789474,0.0272132947330727,0.393839336845875
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-07,2020-06-10,4,28,103,8398284.59011462,0,0,1,1,33845.6738541596,0,0,17,1357.1403029919,1,5,,,,0.00343642611683849,0.000429501058371352,0.00644335117530562,0.00962199312714777,0.00460608458359651,0.014637901670699,0.00472730782716276,0.00471395880625629,0.00474065684806922,0,0,0,0,0,0,0.015984721443505,0.0143444834778719,0.0176249594091382,0.217391304347826,0.0488223504393852,0.385960258256267
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-08,2020-06-12,2,27,100,8205583.42137014,0,0,1,1,33845.6738541596,0,0,16,1317.61194465233,1,5,,,,0.00412938747419133,0.00083207913981127,0.00742669580857139,0.00963523743977977,0.00461245827137621,0.0146580166081833,0.00460505068432482,0.00459200770448374,0.00461809366416591,0,0,0,0,0,0,0.0157280875273925,0.0140910115300946,0.0173651635246905,0.222222222222222,0.0654071807157733,0.379037263728671
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-09,2020-06-13,4,27,100,8148524.91012392,0,0,1,1,33845.6738541596,0,0,15,1317.61194465233,1,6,,,,0.00483091787439614,0.00126084432807356,0.00840099142071871,0.00966183574879227,0.0046252587106851,0.0146984127868994,0.00450280661400823,0.00449001469191027,0.00451559853610618,0,0,0,0,0,0,0.0154416641158388,0.0138082189152763,0.0170751093164012,0.21875,0.0755173101452114,0.361982689854789
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-10,2020-06-13,2,28,102,8270261.49926243,0,0,1,1,33845.6738541596,0,0,17,1343.96418354537,1,6,,,,0.00551343900758098,0.00170343764137938,0.00932344037378257,0.00964851826326671,0.0046188496225635,0.0146781869039699,0.0044200072724837,0.00440745005099026,0.00443256449397714,0,0,0,0,0,0,0.0150849286771919,0.0134623085175882,0.0167075488367956,0.216216216216216,0.0835716397520756,0.348860792680357
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-11,2020-06-14,3,28,100,7999475.83293743,0,0,1,1,33845.6738541596,0,0,14,1317.61194465233,1,6,,,,0.00623268698060942,0.00217344906529613,0.0102919248959227,0.00969529085872576,0.00464135951629086,0.0147492222011607,0.00437300642349429,0.00436058243795422,0.00438543040903436,0,0,0,0,0,0,0.0146746090979858,0.013060873792178,0.0162883444037936,0.214285714285714,0.0901912581324595,0.338380170438969
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-12,2020-06-14,2,29,102,8195849.811642,0,0,1,1,33845.6738541596,0,0,14,1343.96418354537,1,6,,,,0.0069204152249135,0.0026460436712341,0.0111947867785929,0.00968858131487889,0.00463813039388415,0.0147390322358736,0.00431548339489139,0.00430322248170767,0.0043277443080751,0,0,0,0,0,0,0.0141692200959296,0.0125745911980368,0.0157638489938224,0.212765957446809,0.095761564917905,0.329770349975712
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-13,2020-06-15,5,29,104,8633976.9396911,0,0,1,2,304122.348411466,1,270276.674557306,19,1370.31642243842,1,7,,,,0.00761772853185596,0.00313320054230331,0.0121022565214086,0.010387811634349,0.00515832514764319,0.0156172981210549,0.00667400879441042,0.0066588954558188,0.00668912213300203,0.000692520775623269,0,0.00204936648830595,0.00242412290538633,0.00241499499406576,0.0024332508167069,0.0139166811896671,0.0123261522466268,0.0155072101327074,0.207547169811321,0.0983641066491932,0.316730232973448
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-14,2020-06-17,6,28,102,8644559.95533005,0,0,1,2,304122.348411466,1,270276.674557306,19,1343.96418354537,1,9,,,,0.00835073068893528,0.00364571588740279,0.0130557454904678,0.011134307585247,0.00570905491842717,0.0165595602520669,0.00898380597885291,0.00896640211187224,0.00900120984583359,0.00139178844815588,0,0.00331933061388237,0.00478732350101516,0.0047745920021667,0.00480005499986362,0.0137171383116955,0.0121243458483115,0.0153099307750795,0.19672131147541,0.0969646281271651,0.296477994823655
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-15,2020-06-19,5,27,101,8835914.92650448,0,0,1,2,304122.348411466,1,270276.674557306,19,1330.78806409885,1,9,,,,0.00905923344947735,0.00415702568195682,0.0139614412169979,0.0118466898954704,0.00624869090864464,0.0174446888822961,0.0112170806949775,0.011197792894118,0.0112363684958371,0.00209059233449477,0,0.00445380266129926,0.00707975561450364,0.00706440030305456,0.00709511092595272,0.0135553363630953,0.0119612220098208,0.0151494507163697,0.188405797101449,0.0961401260837975,0.280671468119101
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-16,2020-06-20,2,27,101,8808193.32336864,0,0,1,2,304122.348411466,1,270276.674557306,19,1330.78806409885,1,9,,,,0.00981079187105816,0.00469695076114913,0.0149246329809672,0.0126138752627891,0.00682353773116399,0.0184042127944141,0.0134401992750366,0.0134192167460168,0.0134611818040564,0.0028030833917309,5.99648414950859e-05,0.00554620194196672,0.00934456130730186,0.00932702920308017,0.00936209341152355,0.0134527207887248,0.0118499864551418,0.0150554551223078,0.181818181818182,0.0956699643233603,0.267966399313003
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-17,2020-06-21,2,27,100,8835177.72024087,0,0,1,1,270276.674557306,1,270276.674557306,17,1317.61194465233,1,10,,,,0.00981767180925666,0.00470026233375261,0.0149350812847607,0.0126227208976157,0.00682834877575248,0.0184170930194789,0.0153061895175077,0.0152839475978139,0.0153284314372014,0.00350631136044881,0.000438343230298201,0.00657427949059941,0.0115467199144729,0.0115273648104258,0.01156607501852,0.0131780961765305,0.0115807086046844,0.0147754837483766,0.164705882352941,0.0858538494156535,0.243557915290229
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-18,2020-06-21,1,28,101,8926897.12716275,0,0,1,1,270276.674557306,1,270276.674557306,21,1330.78806409885,1,10,,,,0.00982456140350877,0.00470357857920865,0.0149455442278089,0.0126315789473684,0.00683316660925449,0.0184299912854824,0.0171680962882397,0.0171446703807496,0.0171915221957298,0.00421052631578947,0.000848565731731918,0.00757248689984703,0.0137295118696708,0.0137085262741314,0.0137504974652102,0.0132082872435937,0.0115978742995247,0.0148187001876628,0.150537634408602,0.0778599249114644,0.22321534390574
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-21,2020-06-21,2,29,103,9120980.07836528,0,0,1,1,270276.674557306,1,270276.674557306,21,1357.1403029919,1,10,,,,0.00982456140350877,0.00470357857920865,0.0149455442278089,0.0126315789473684,0.00683316660925449,0.0184299912854824,0.0189795417028064,0.0189550560493671,0.0190040273562457,0.00491228070175439,0.00128222800261498,0.00854233340089379,0.0158587895458948,0.0158363717179071,0.0158812073738825,0.0132319443546503,0.0116090919351115,0.0148547967741891,0.138613861386139,0.071224758561029,0.206002964211248
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-22,2020-06-22,4,29,100,9209202.94775876,0,0,1,1,270276.674557306,1,270276.674557306,22,1317.61194465233,1,10,,,,0.0098661028893587,0.0047235747380663,0.0150086310406511,0.0126849894291755,0.00686221698557402,0.0185077618727769,0.0207985541963226,0.0207730454534282,0.0208240629392171,0.00563777307963355,0.00174209556911266,0.00953345059015443,0.0179835444430799,0.0179597906215419,0.0180072982646179,0.0133711909226078,0.0117248299104206,0.015017551934795,0.12962962962963,0.0662805364587365,0.192978722800523
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-23,2020-06-23,3,29,100,9408135.44975883,0,0,1,1,270276.674557306,1,270276.674557306,22,1317.61194465233,1,10,,,,0.00988700564971752,0.00473363670902466,0.0150403745904104,0.0127118644067797,0.00687683499803123,0.0185468938155281,0.0225753828429696,0.0225489417484276,0.0226018239375116,0.00635593220338983,0.00221668356660899,0.0104951808401707,0.0200629760802736,0.0200380176658615,0.0200879344946857,0.0136675101112741,0.0120014944709341,0.0153335257516141,0.123893805309735,0.0631485948692044,0.184639015750265
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-25,2020-06-23,2,30,102,9630258.71930251,0,0,1,1,270276.674557306,1,270276.674557306,28,1343.96418354537,1,10,,,,0.00987306064880113,0.00472692397219064,0.0150191973254116,0.0126939351198872,0.00686708274639192,0.0185207874933824,0.0242406043691154,0.0242133882255499,0.0242678205126809,0.00705218617771509,0.00269671572200727,0.0114076566334229,0.0220332911755978,0.0220073144015375,0.022059267949658,0.0142905027317946,0.012588679538577,0.0159923259250122,0.11864406779661,0.0602987825330406,0.17698935306018
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-26,2020-06-24,5,30,103,9713054.06028429,0,0,1,1,270276.674557306,1,270276.674557306,30,1343.96418354537,1,11,,,,0.00985221674876847,0.00471689048792648,0.0149875430096105,0.0126671358198452,0.00685250612060489,0.0184817655190855,0.0258384693877262,0.025810570920733,0.0258663678547194,0.00774102744546094,0.00318419696052534,0.0122978579303965,0.0239313936385554,0.0239045181957978,0.023958269081313,0.0150720817386166,0.0133262635994494,0.0168178998777838,0.113821138211382,0.0576946731264627,0.169947603296301
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-27,2020-06-25,2,30,101,9689350.41690765,0,0,1,1,270276.674557306,1,270276.674557306,30,1317.61194465233,1,11,,,,0.00985915492957747,0.00472023024666716,0.0149980796124878,0.0126760563380282,0.00685735811518696,0.0184947545608694,0.0274283005210161,0.0273997426825457,0.0274568583594864,0.00845070422535211,0.0036896017962452,0.013211806654459,0.0258121255682626,0.0257843988599524,0.0258398522765728,0.0157891322317581,0.0140016595091054,0.0175766049544108,0.109375,0.0553058452938931,0.163444154706107
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-28,2020-06-26,8,30,104,10020066.0555791,0,0,1,1,270276.674557306,1,270276.674557306,31,1343.96418354537,1,10,,,,0.0098314606741573,0.00470689950741464,0.0149560218409,0.0126404494382022,0.00683799124604986,0.0184429076303546,0.0288460756565232,0.0288170428971581,0.0288751084158883,0.00912921348314607,0.00418931197430079,0.0140691149919913,0.0275205784744379,0.0274922012509913,0.0275489556978846,0.0166754946895333,0.0148406557361504,0.0185103336429162,0.106060606060606,0.0535324427391002,0.158588769382112
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-29,2020-06-28,5,29,100,9771532.66499388,0,0,0,2,370213.730992124,1,270276.674557306,31,1291.25970575928,0,10,,,,0.00914205344585091,0.00419523616629892,0.0140888707254029,0.0133614627285513,0.00739379914710957,0.0193291263099931,0.0310969218209874,0.0310669966790195,0.0311268469629554,0.00984528832630098,0.00471355545180604,0.0149770212007959,0.0292762280722589,0.0292471649181914,0.0293052912263265,0.017633767947487,0.0157452027762323,0.0195223331187416,0.0955882352941176,0.0461726481017792,0.145003822486456
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-30,2020-06-28,3,30,103,10058617.2098878,0,0,0,3,491931.603602079,1,270276.674557306,31,1330.78806409885,0,11,,,,0.00844475721323012,0.00368699104587449,0.0132025233805858,0.0140745953553835,0.00794980765528964,0.0201993830554774,0.0321951478622129,0.032164882489253,0.0322254132351728,0.00985221674876847,0.00471689048792648,0.0149875430096105,0.02895704636223,0.0289282953412333,0.0289857973832267,0.0183157494478147,0.0163896375798232,0.0202418613158062,0.0857142857142857,0.0393427322303142,0.132085839198257
MZ,MOZ,Mozambique,Cabo Delgado,2020-07-31,2020-06-30,4,29,101,9904719.0470797,0,0,0,3,491931.603602079,1,270276.674557306,33,1304.4358252058,0,11,,,,0.00774647887323944,0.00318645187909798,0.0123065058673809,0.0147887323943662,0.008510547826597,0.0210669169621354,0.0333111632002842,0.0332805427830142,0.0333417836175541,0.00985915492957747,0.00472023024666716,0.0149980796124878,0.0286804610178483,0.0286519805591048,0.0287089414765918,0.0191082853086782,0.0171396459448793,0.0210769246724771,0.0774647887323944,0.033495689878363,0.121433887586426
MZ,MOZ,Mozambique,Cabo Delgado,2020-08-01,2020-07-01,5,29,103,9821127.2131977,0,0,0,3,491931.603602079,1,270276.674557306,33,1317.61194465233,0,10,,,,0.0070323488045007,0.00268908663900552,0.0113756109699959,0.0154711673699015,0.00905650127678287,0.0218858334630202,0.0344772316796267,0.034446214324005,0.0345082490352484,0.00984528832630098,0.00471355545180604,0.0149770212007959,0.0284678751465992,0.028439602697878,0.0284961475953204,0.0198759479068207,0.0178682272784218,0.0218836685352197,0.0699300699300699,0.0281306884606425,0.111729451399497
MZ,MOZ,Mozambique,Cabo Delgado,2020-08-02,2020-07-02,8,29,107,10054075.8642978,0,0,0,3,491931.603602079,1,270276.674557306,34,1370.31642243842,0,10,,,,0.00630252100840336,0.00219794566175942,0.0104070963550473,0.0161064425770308,0.00957727432830611,0.0226356108257555,0.0355569217886798,0.0355255866389584,0.0355882569384012,0.00980392156862745,0.00469364385152869,0.0149141992857262,0.0282035133092495,0.0281754995969706,0.0282315270215284,0.0206399672775221,0.0185969940678251,0.0226829404872191,0.0625,0.0229640215036981,0.102035978496302
MZ,MOZ,Mozambique,Cabo Delgado,2020-08-03,2020-07-03,4,29,102,9793716.75133206,0,0,0,3,491931.603602079,1,270276.674557306,29,1304.4358252058,0,10,,,,0.00559440559440559,0.00172861053655274,0.00946020065225845,0.0174825174825175,0.010689664718864,0.024275370246171,0.0369450939700103,0.036913289409514,0.0369768985305065,0.00979020979020979,0.00468704398189761,0.014893375598522,0.0280034406222038,0.0279756227730676,0.0280312584713399,0.0213000512770956,0.0192246316008846,0.0233754709533066,0.0555555555555556,0.0181428771728468,0.0929682339382643
