ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GP,GLP,Guadeloupe,Basse-Terre,2021-03-30,2020-12-23,100,3,69476.2542858861,1,55527.5832462616,18,89,26,0,1628128.90961173,62,5,95,0,11,89,0,4,94,2,17,82,1,18,80,2,13,86,1,7,91,2,6,93,1,7,91,2,3,97,0,4,94,2,14,85,1,8,83,9,4,4,92,71,18,11,26,45,29,0,26,0,74,24,57,19,66,17,17,44,37,19,45,36,19,14,66,20,10,70,20,41,40,19,27,5,6,3,59,7,72,21,47,23,3,5,2,0,20,37,14,18,11,20,0,2,8,11,52,27,1,2,9,10,51,27,18,28,21,4,29,6,8,16,42,28,26,39,0,0,35,4,12,13,8,16,10,2,35,11,25,26,38,35.5463728191001,56.8086095395521,50,73.7864787372622,4.11030176899063,2.54063073609346,0.03,0.0334344809563718,0.0426724529462809,0.000310461519787736,0.01,0.0195013954179879,0.0341051515751929,0.000278790912918893,0.00284855198607375,0.00131406409916348
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-03-30,2021-01-15,100,0,0,0,0,2,96,23,1,1177475.23023421,69,0,100,0,5,95,0,3,97,0,15,85,0,12,88,0,7,93,0,3,97,0,2,98,0,4,96,0,1,99,0,3,97,0,10,90,0,1,95,4,0,1,99,78,14,8,23,55,22,1,22,0,77,33,52,15,72,15,13,50,37,13,46,40,14,9,76,15,16,69,15,46,41,13,27,10,4,5,54,11,70,19,47,30,3,3,0,0,17,30,21,16,15,18,1,2,5,17,54,21,1,3,8,17,51,20,20,28,20,10,22,4,8,9,58,21,29,41,0,0,30,2,14,10,14,8,21,2,29,16,31,20,33,42.4556213017751,70.5135915324531,200,0,3.54967443814325,1.85225022229755,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-03-31,2020-12-29,100,3,69476.2542858861,1,55527.5832462616,18,89,25,0,1633496.92358835,63,5,95,0,11,89,0,4,94,2,17,82,1,18,80,2,13,86,1,7,91,2,6,93,1,7,91,2,3,97,0,4,94,2,14,85,1,8,83,9,4,4,92,69,20,11,25,44,31,0,25,0,75,24,58,18,66,17,17,43,39,18,45,37,18,14,67,19,10,71,19,42,39,19,28,5,6,3,58,7,72,21,46,23,3,6,2,0,20,37,14,18,11,20,0,2,8,11,52,27,1,2,9,10,51,27,17,28,21,5,29,6,7,16,43,28,26,39,1,0,34,4,11,13,8,16,12,2,34,11,27,25,37,35.5463728191001,56.8086095395521,50,73.7864787372622,4.00604686318972,2.49931342187783,0.03,0.0334344809563718,0.0425322223033427,0.000309463940887068,0.01,0.0195013954179879,0.0339930748839628,0.000277890868422734,0.00284855198607375,0.00131406409916348
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-03-31,2021-01-16,100,0,0,0,0,2,96,23,1,1172696.65837881,69,0,100,0,5,95,0,3,97,0,15,85,0,12,88,0,7,93,0,3,97,0,2,98,0,4,96,0,1,99,0,3,97,0,10,90,0,1,95,4,0,1,99,78,14,8,23,55,22,1,22,0,77,34,51,15,73,14,13,51,36,13,46,40,14,9,76,15,16,69,15,45,42,13,26,10,4,5,55,10,71,19,47,30,3,3,0,0,17,30,22,15,15,18,1,2,5,18,54,20,1,3,8,17,51,20,20,28,20,10,22,4,8,9,58,21,28,42,0,0,30,2,13,10,14,9,21,2,29,17,31,19,33,45.44,74.5464508433053,200,0,3.54967443814325,1.85225022229755,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-03,2021-01-01,100,3,69476.2542858861,1,55527.5832462616,6,89,23,0,1644678.98575296,65,4,96,0,12,88,0,4,94,2,16,83,1,18,80,2,12,87,1,8,90,2,6,93,1,7,91,2,3,97,0,4,94,2,14,85,1,7,84,9,3,4,93,69,20,11,23,46,31,0,23,0,77,23,59,18,65,18,17,44,38,18,45,37,18,14,67,19,10,71,19,41,41,18,27,5,6,3,59,8,71,21,47,23,3,5,2,0,20,38,12,18,12,20,0,2,8,9,54,27,1,2,8,9,53,27,16,28,21,6,29,6,7,16,43,28,25,42,1,0,32,4,11,12,8,18,13,2,32,13,28,24,35,35.3627180899908,56.8863472342501,24,8.94427190999916,3.83431952662722,2.40381656786527,0.03,0.0334344809563718,0.0422430485752688,0.000307406327105699,0.01,0.0195013954179879,0.0337619582467276,0.00027603452166966,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-03,2021-01-17,100,0,0,0,0,2,96,22,1,1179460.36520453,68,0,100,0,5,95,0,3,97,0,15,85,0,13,87,0,7,93,0,3,97,0,2,98,0,4,96,0,1,99,0,3,97,0,9,91,0,1,95,4,0,1,99,78,14,8,22,56,22,1,21,0,78,33,52,15,73,14,13,50,37,13,46,40,14,10,75,15,16,69,15,45,42,13,25,10,4,6,55,10,71,19,46,31,3,3,0,0,17,31,21,15,15,18,1,2,4,19,54,20,1,3,7,19,50,20,20,29,19,10,22,4,8,9,58,21,27,43,0,0,30,2,13,10,14,10,20,2,29,16,31,19,34,50,78.8178815631725,200,0,3.61159169550173,1.89171671503066,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-04,2021-01-03,100,2,61864.1442907581,1,55527.5832462616,6,89,21,0,1647650.67151553,65,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,11,88,1,7,91,2,4,95,1,6,92,2,2,98,0,4,94,2,13,86,1,6,84,10,2,4,94,68,20,12,21,47,32,0,21,0,79,23,58,19,65,17,18,44,37,19,43,38,19,13,67,20,10,70,20,40,41,19,26,5,6,3,60,8,71,21,46,23,4,5,2,0,20,38,13,17,12,20,0,1,8,9,55,27,1,1,8,10,53,27,16,28,20,6,30,6,7,16,43,28,26,41,1,0,32,4,11,12,8,18,13,2,32,13,28,24,35,28.037109375,39.6843037809203,24,8.94427190999916,3.81065088757396,2.40357986690779,0.02,0.0274394957835608,0.0375468813628162,0.000290263380191612,0.01,0.0195013954179879,0.0337010655269461,0.000275545350732957,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-04,2021-01-17,100,0,0,0,0,2,96,22,1,1179460.36520453,68,0,100,0,5,95,0,3,97,0,15,85,0,13,87,0,7,93,0,3,97,0,2,98,0,4,96,0,1,99,0,3,97,0,9,91,0,1,95,4,0,1,99,78,14,8,22,56,22,1,21,0,78,33,52,15,73,14,13,50,37,13,46,40,14,10,75,15,16,69,15,45,42,13,25,10,4,6,55,10,71,19,46,31,3,3,0,0,17,31,21,15,15,18,1,2,4,19,54,20,1,3,7,19,50,20,20,29,19,10,22,4,8,9,58,21,27,43,0,0,30,2,13,10,14,10,20,2,29,16,31,19,34,50,78.8178815631725,200,0,3.61159169550173,1.89171671503066,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-05,2021-01-03,100,2,61864.1442907581,1,55527.5832462616,6,89,21,0,1647650.67151553,65,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,11,88,1,7,91,2,4,95,1,6,92,2,2,98,0,4,94,2,13,86,1,6,84,10,2,4,94,68,20,12,21,47,32,0,21,0,79,23,58,19,65,17,18,44,37,19,43,38,19,13,67,20,10,70,20,40,41,19,26,5,6,3,60,8,71,21,46,23,4,5,2,0,20,38,13,17,12,20,0,1,8,9,55,27,1,1,8,10,53,27,16,28,20,6,30,6,7,16,43,28,26,41,1,0,32,4,11,12,8,18,13,2,32,13,28,24,35,28.037109375,39.6843037809203,24,8.94427190999916,3.81065088757396,2.40357986690779,0.02,0.0274394957835608,0.0375468813628162,0.000290263380191612,0.01,0.0195013954179879,0.0337010655269461,0.000275545350732957,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-05,2021-01-17,100,0,0,0,0,2,96,22,1,1171630.70670547,68,0,100,0,5,95,0,3,97,0,15,85,0,13,87,0,7,93,0,3,97,0,2,98,0,4,96,0,1,99,0,3,97,0,9,91,0,1,95,4,0,1,99,78,14,8,22,56,22,1,21,0,78,33,52,15,73,14,13,51,36,13,47,39,14,10,75,15,16,69,15,45,42,13,25,10,4,6,55,10,71,19,45,32,3,3,0,0,17,31,21,15,15,18,1,2,4,19,54,20,1,3,7,19,50,20,19,30,19,10,22,4,8,9,58,21,27,43,0,0,30,2,13,10,14,11,19,2,29,16,30,20,34,50,78.8178815631725,200,0,3.67647058823529,1.94333027612472,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-06,2021-01-04,100,2,61864.1442907581,1,55527.5832462616,6,89,20,0,1623400.89030324,65,3,97,0,11,89,0,3,95,2,14,85,1,18,80,2,10,89,1,7,91,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,69,19,12,20,49,31,0,20,0,80,22,59,19,64,18,18,43,38,19,43,38,19,12,68,20,9,71,20,39,42,19,25,5,6,3,61,9,70,21,46,24,4,5,1,0,20,38,14,18,10,20,0,1,8,9,56,26,1,1,8,10,54,26,17,27,21,6,29,6,7,16,44,27,26,41,1,0,32,5,11,12,8,18,12,2,32,13,28,24,35,29.1467221644121,41.6248668629747,24,8.94427190999916,3.78698224852071,2.40310639504918,0.02,0.0274394957835608,0.0381077432322969,0.000294513380447483,0.01,0.0195013954179879,0.0342044799765321,0.00027958849119653,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-06,2021-01-18,100,0,0,0,0,2,96,22,1,1180501.35224351,67,0,100,0,5,95,0,3,97,0,16,84,0,13,87,0,7,93,0,3,97,0,2,98,0,5,95,0,1,99,0,3,97,0,9,91,0,1,95,4,0,1,99,78,14,8,22,56,22,1,21,0,78,32,53,15,72,15,13,50,37,13,48,38,14,10,75,15,15,70,15,46,41,13,26,10,4,6,54,10,70,20,46,30,3,3,0,0,18,31,21,15,14,19,1,2,4,20,52,21,1,3,8,19,48,21,19,30,19,9,23,4,8,9,57,22,26,43,0,0,31,2,12,9,15,11,19,2,30,16,30,19,35,47.2,74.1799613552519,200,0,3.67565159278236,1.93260064000127,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-07,2021-01-04,100,2,61864.1442907581,1,55527.5832462616,6,89,20,0,1635063.88195431,65,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,7,91,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,69,19,12,20,49,31,0,20,0,80,22,59,19,65,17,18,43,38,19,43,38,19,12,68,20,9,71,20,39,42,19,25,5,6,3,61,10,69,21,47,23,4,5,1,0,20,37,15,18,10,20,0,1,8,9,56,26,1,1,8,10,54,26,17,28,20,6,29,5,7,16,45,27,26,41,1,0,32,5,11,12,8,18,12,2,32,13,28,24,35,29.1467221644121,41.6248668629747,24,8.94427190999916,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0378359188124289,0.000292453915937807,0.01,0.0195013954179879,0.0339604977267875,0.000277629233776252,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-07,2021-01-18,100,0,0,0,0,2,96,22,1,1180501.35224351,67,0,100,0,5,95,0,3,97,0,16,84,0,13,87,0,7,93,0,3,97,0,2,98,0,5,95,0,1,99,0,3,97,0,9,91,0,1,95,4,0,1,99,78,14,8,22,56,22,1,21,0,78,32,53,15,72,15,13,50,37,13,48,38,14,10,75,15,15,70,15,46,41,13,26,10,4,6,54,10,70,20,46,30,3,3,0,0,18,31,21,15,14,19,1,2,4,20,52,21,1,3,8,19,48,21,19,30,19,9,23,4,8,9,57,22,26,43,0,0,31,2,12,9,15,11,19,2,30,16,30,19,35,47.2,74.1799613552519,200,0,3.67565159278236,1.93260064000127,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-08,2021-01-04,100,2,61864.1442907581,1,55527.5832462616,6,89,20,0,1635063.88195431,65,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,7,91,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,69,19,12,20,49,31,0,20,0,80,22,59,19,65,17,18,43,38,19,43,38,19,12,68,20,9,71,20,39,42,19,25,5,6,3,61,10,69,21,47,23,4,5,1,0,20,37,15,18,10,20,0,1,8,9,56,26,1,1,8,10,54,26,17,28,20,6,29,5,7,16,45,27,26,41,1,0,32,5,11,12,8,18,12,2,32,13,28,24,35,29.1467221644121,41.6248668629747,24,8.94427190999916,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0378359188124289,0.000292453915937807,0.01,0.0195013954179879,0.0339604977267875,0.000277629233776252,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-08,2021-01-19,100,0,0,0,0,2,96,21,1,1186792.89615821,67,0,100,0,4,96,0,2,98,0,16,84,0,13,87,0,6,94,0,3,97,0,2,98,0,5,95,0,1,99,0,3,97,0,9,91,0,1,95,4,0,1,99,78,14,8,21,57,22,1,20,0,79,32,53,15,72,15,13,50,37,13,47,39,14,10,75,15,15,70,15,46,41,13,26,10,4,6,54,10,70,20,47,30,2,3,0,0,18,32,20,15,14,19,1,2,4,20,52,21,1,3,8,20,47,21,20,29,19,9,23,4,8,9,57,22,25,44,0,0,31,2,12,8,15,11,20,2,30,15,31,19,35,51.0416666666667,78.349616716443,200,0,3.69792826910225,1.91558221723416,0,0,0,0,0,0,0,0,0.000293427230046948,0.000406602253072662
GP,GLP,Guadeloupe,Basse-Terre,2021-04-09,2021-01-05,100,2,61864.1442907581,1,55527.5832462616,6,89,19,0,1643596.66631038,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,68,20,12,19,49,32,0,19,0,81,22,59,19,65,17,18,42,39,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,22,4,5,1,0,20,37,16,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,16,29,20,6,29,5,7,16,45,27,27,40,1,0,32,5,11,12,8,17,13,2,32,13,29,23,35,30.0111111111111,43.7434600110922,24,8.94427190999916,3.81065088757396,2.38814398216754,0.02,0.0274394957835608,0.0376394924368114,0.000290965327960371,0.01,0.0195013954179879,0.0337841907229663,0.0002762131144637,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-09,2021-01-19,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1182398.4834717,67,1,99,0,5,95,0,3,97,0,17,83,0,14,86,0,7,93,0,3,97,0,2,98,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,78,14,8,20,58,22,1,19,0,80,32,53,15,72,15,13,49,38,13,47,39,14,9,76,15,14,71,15,46,41,13,27,10,4,5,54,10,70,20,47,30,2,3,0,0,18,33,20,15,13,19,1,2,4,19,53,21,1,3,8,20,47,21,20,30,19,8,23,4,8,9,57,22,25,44,0,0,31,2,12,8,15,11,20,2,30,15,32,18,35,47.68,73.9271713693055,200,0,3.67565159278236,1.93260064000127,0.01,0.0195013954179879,0.00332699914907246,0.000103793187825677,0.01,0.0195013954179879,0.00332699914907246,0.000103793187825677,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-10,2021-01-05,100,2,61864.1442907581,1,55527.5832462616,6,89,19,0,1643596.66631038,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,68,20,12,19,49,32,0,19,0,81,22,59,19,65,17,18,42,39,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,22,4,5,1,0,20,37,16,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,16,29,20,6,29,5,7,16,45,27,27,40,1,0,32,5,11,12,8,17,13,2,32,13,29,23,35,30.0111111111111,43.7434600110922,24,8.94427190999916,3.81065088757396,2.38814398216754,0.02,0.0274394957835608,0.0376394924368114,0.000290965327960371,0.01,0.0195013954179879,0.0337841907229663,0.0002762131144637,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-10,2021-01-20,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1181200.83496686,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,77,15,8,20,57,23,1,19,0,80,32,53,15,71,16,13,48,39,13,46,40,14,9,76,15,14,71,15,47,40,13,28,10,4,5,53,10,70,20,47,29,3,3,0,0,18,32,20,16,13,19,1,2,4,20,52,21,1,3,8,21,46,21,21,29,19,8,23,5,7,9,57,22,25,44,0,0,31,2,12,9,15,11,19,2,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.74196510560147,1.97497404933934,0.01,0.0195013954179879,0.00333037247513059,0.000103898250458401,0.01,0.0195013954179879,0.00333037247513059,0.000103898250458401,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-12,2021-01-05,100,2,61864.1442907581,1,55527.5832462616,6,89,19,0,1643596.66631038,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,68,20,12,19,49,32,0,19,0,81,22,59,19,65,17,18,42,39,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,22,4,5,1,0,20,37,16,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,16,29,20,6,29,5,7,16,45,27,27,40,1,0,32,5,11,12,8,17,13,2,32,13,29,23,35,30.0111111111111,43.7434600110922,24,8.94427190999916,3.81065088757396,2.38814398216754,0.02,0.0274394957835608,0.0376394924368114,0.000290965327960371,0.01,0.0195013954179879,0.0337841907229663,0.0002762131144637,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-12,2021-01-21,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1192870.70366631,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,77,15,8,20,57,23,1,19,0,80,32,53,15,70,17,13,48,39,13,46,40,14,9,76,15,14,71,15,47,40,13,28,10,4,5,53,10,70,20,46,29,4,3,0,0,18,33,20,15,13,19,1,2,4,20,52,21,1,3,8,21,46,21,21,28,19,9,23,4,7,9,58,22,26,43,0,0,31,2,11,9,15,11,20,2,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.69605142332415,1.95536814110955,0.01,0.0195013954179879,0.00329779140042938,0.000102883494188663,0.01,0.0195013954179879,0.00329779140042938,0.000102883494188663,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-13,2021-01-05,100,2,61864.1442907581,1,55527.5832462616,6,89,19,0,1643596.66631038,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,68,20,12,19,49,32,0,19,0,81,22,59,19,65,17,18,42,39,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,22,4,5,1,0,20,37,16,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,16,29,20,6,29,5,7,16,45,27,27,40,1,0,32,5,11,12,8,17,13,2,32,13,29,23,35,30.0111111111111,43.7434600110922,24,8.94427190999916,3.81065088757396,2.38814398216754,0.02,0.0274394957835608,0.0376394924368114,0.000290965327960371,0.01,0.0195013954179879,0.0337841907229663,0.0002762131144637,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-13,2021-01-22,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1201940.02703448,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,76,16,8,20,56,24,1,19,0,80,32,53,15,70,17,13,48,39,13,45,41,14,10,75,15,14,71,15,47,40,13,28,9,4,6,53,10,70,20,45,30,4,3,0,0,18,32,20,16,13,19,1,2,4,20,52,21,1,3,8,21,46,21,20,28,20,9,23,4,6,9,59,22,26,43,0,0,31,2,12,9,14,11,20,2,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.69605142332415,1.95536814110955,0.01,0.0195013954179879,0.00327290768249125,0.00010210845411506,0.01,0.0195013954179879,0.00327290768249125,0.00010210845411506,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-14,2021-01-08,100,2,61864.1442907581,1,55527.5832462616,6,89,18,0,1660159.37464441,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,67,21,12,18,49,33,0,18,0,82,22,59,19,64,18,18,41,40,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,21,4,5,1,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,6,16,46,27,27,40,1,0,32,5,10,12,8,18,13,2,32,12,29,23,36,30.0111111111111,43.7434600110922,24,8.94427190999916,3.857421875,2.44242910120939,0.02,0.0274394957835608,0.0372639791309245,0.000288118685419631,0.01,0.0195013954179879,0.0334471401326484,0.000273505144680919,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-14,2021-01-22,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1202532.87139769,67,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,76,16,8,20,56,24,1,19,0,80,32,53,15,69,18,13,48,39,13,44,42,14,10,75,15,13,72,15,46,41,13,28,9,4,5,54,10,70,20,46,29,4,3,0,0,18,33,20,16,12,19,1,2,4,20,52,21,1,3,8,21,46,21,21,28,19,9,23,4,6,9,59,22,26,44,0,0,30,2,12,9,14,11,20,3,29,15,31,19,35,44.2307692307692,70.1330097261941,200,0,3.65337491646246,1.91426684097713,0.01,0.0195013954179879,0.00327129415082237,0.000102058197623232,0.01,0.0195013954179879,0.00327129415082237,0.000102058197623232,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-15,2021-01-09,100,2,61864.1442907581,1,55527.5832462616,7,90,18,0,1643201.02966708,66,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,1,5,94,68,21,11,18,50,32,0,18,0,82,22,59,19,63,19,18,40,41,19,42,39,19,12,68,20,9,71,20,41,40,19,25,6,7,3,59,12,67,21,49,21,4,5,0,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,5,16,47,27,26,41,1,0,32,5,10,12,7,19,13,2,32,12,30,23,35,34.3496357960458,51.041791244727,19.4444444444444,6.80413817439772,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0376485549691337,0.000291034013896041,0.01,0.0195013954179879,0.0337923250069481,0.000276278455861157,0.00109546165884194,0.000811069828310522
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-15,2021-01-22,100,1,3933.8387483749,1,3933.8387483749,2,95,19,1,1202377.28183236,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,76,16,8,19,57,24,1,18,0,81,33,52,15,68,19,13,48,39,13,45,41,14,10,75,15,13,72,15,46,40,14,28,9,4,5,54,10,69,21,46,28,4,3,0,0,19,32,20,16,12,20,1,2,4,20,51,22,1,3,7,21,46,22,20,28,19,9,24,4,5,9,59,23,26,43,0,0,31,2,12,9,14,11,19,3,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.69605142332415,1.95536814110955,0.01,0.0195013954179879,0.00327171746157741,0.000102071382444233,0.01,0.0195013954179879,0.00327171746157741,0.000102071382444233,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-16,2021-01-09,100,2,61864.1442907581,1,55527.5832462616,7,90,18,0,1643201.02966708,66,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,1,5,94,68,21,11,18,50,32,0,18,0,82,22,59,19,63,19,18,40,41,19,42,39,19,12,68,20,9,71,20,41,40,19,25,6,7,3,59,12,67,21,49,21,4,5,0,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,5,16,47,27,26,41,1,0,32,5,10,12,7,19,13,2,32,12,30,23,35,34.3496357960458,51.041791244727,19.4444444444444,6.80413817439772,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0376485549691337,0.000291034013896041,0.01,0.0195013954179879,0.0337923250069481,0.000276278455861157,0.00109546165884194,0.000811069828310522
